50.7552100 3.8600300 500.0 135.0 0.0 0.0
50.7553033 3.8596494 502.0 135.0 0.0 0.0
50.7553966 3.8592689 504.1 135.0 0.0 0.0
50.7554897 3.8588883 506.2 135.0 0.0 0.0
50.7555825 3.8585078 508.3 135.0 0.0 0.0
50.7556748 3.8581272 510.5 135.0 0.0 0.0
50.7557667 3.8577466 512.7 135.0 0.0 0.0
50.7558578 3.8573661 515.0 135.0 0.0 0.0
50.7559482 3.8569855 517.2 135.0 0.0 0.0
50.7560376 3.8566050 519.6 135.0 0.0 0.0
50.7561261 3.8562244 521.9 135.0 0.0 0.0
50.7562134 3.8558438 524.3 135.0 0.0 0.0
50.7562994 3.8554633 526.7 135.0 0.0 0.0
50.7563841 3.8550827 529.1 135.0 0.0 0.0
50.7564673 3.8547021 531.6 135.0 0.0 0.0
50.7565489 3.8543216 534.1 135.0 0.0 0.0
50.7566289 3.8539410 536.6 135.0 0.0 0.0
50.7567070 3.8535604 539.2 135.0 0.0 0.0
50.7567833 3.8531799 541.8 135.0 0.0 0.0
50.7568575 3.8527993 544.4 135.0 0.0 0.0
50.7569296 3.8524187 547.0 135.0 0.0 0.0
50.7569996 3.8520382 549.7 135.0 0.0 0.0
50.7570672 3.8516576 552.4 135.0 0.0 0.0
50.7571325 3.8512770 555.1 135.0 0.0 0.0
50.7571953 3.8508965 557.8 135.0 0.0 0.0
50.7572555 3.8505159 560.6 135.0 0.0 0.0
50.7573131 3.8501353 563.4 135.0 0.0 0.0
50.7573680 3.8497548 566.2 135.0 0.0 0.0
50.7574202 3.8493742 569.0 135.0 0.0 0.0
50.7574694 3.8489936 571.9 135.0 0.0 0.0
50.7575157 3.8486130 574.8 135.0 0.0 0.0
50.7575591 3.8482325 577.6 135.0 0.0 0.0
50.7575993 3.8478519 580.5 135.0 0.0 0.0
50.7576365 3.8474713 583.5 135.0 0.0 0.0
50.7576705 3.8470908 586.4 135.0 0.0 0.0
50.7577013 3.8467102 589.3 135.0 0.0 0.0
50.7577288 3.8463296 592.3 135.0 0.0 0.0
50.7577531 3.8459490 595.2 135.0 0.0 0.0
50.7577740 3.8455685 598.2 135.0 0.0 0.0
50.7577915 3.8451879 601.2 135.0 0.0 0.0
50.7578056 3.8448073 604.2 135.0 0.0 0.0
50.7578163 3.8444267 607.2 135.0 0.0 0.0
50.7578236 3.8440462 610.1 135.0 0.0 0.0
50.7578274 3.8436656 613.1 135.0 0.0 0.0
50.7578277 3.8432850 616.1 135.0 0.0 0.0
50.7578245 3.8429045 619.1 135.0 0.0 0.0
50.7578178 3.8425239 622.1 135.0 0.0 0.0
50.7578077 3.8421433 625.1 135.0 0.0 0.0
50.7577940 3.8417627 628.1 135.0 0.0 0.0
50.7577769 3.8413822 631.1 135.0 0.0 0.0
50.7577563 3.8410016 634.1 135.0 0.0 0.0
50.7577323 3.8406210 637.1 135.0 0.0 0.0
50.7577048 3.8402404 640.1 135.0 0.0 0.0
50.7576740 3.8398599 643.0 135.0 0.0 0.0
50.7576398 3.8394793 646.0 135.0 0.0 0.0
50.7576022 3.8390987 648.9 135.0 0.0 0.0
50.7575613 3.8387182 651.8 135.0 0.0 0.0
50.7575172 3.8383376 654.8 135.0 0.0 0.0
