51.2500000 3.8900000 1000.0 135.0 0.0 0.0
51.2498333 3.8901667 1005.0 135.0 0.0 0.0
51.2496667 3.8903333 1010.0 135.0 0.0 0.0
51.2495000 3.8905000 1015.0 135.0 0.0 0.0
51.2493333 3.8906667 1020.0 135.0 0.0 0.0
51.2491667 3.8908333 1025.0 135.0 0.0 0.0
51.2490000 3.8910000 1030.0 135.0 0.0 0.0
51.2488333 3.8911667 1035.0 135.0 0.0 0.0
51.2486667 3.8913333 1040.0 135.0 0.0 0.0
51.2485000 3.8915000 1045.0 135.0 0.0 0.0
51.2483333 3.8916667 1050.0 135.0 0.0 0.0
51.2481667 3.8918333 1055.0 135.0 0.0 0.0
51.2480000 3.8920000 1060.0 135.0 0.0 0.0
51.2478333 3.8921667 1065.0 135.0 0.0 0.0
51.2476667 3.8923333 1070.0 135.0 0.0 0.0
51.2475000 3.8925000 1075.0 135.0 0.0 0.0
51.2473333 3.8926667 1080.0 135.0 0.0 0.0
51.2471667 3.8928333 1085.0 135.0 0.0 0.0
51.2470000 3.8930000 1090.0 135.0 0.0 0.0
51.2468333 3.8931667 1095.0 135.0 0.0 0.0
51.2466667 3.8933333 1100.0 135.0 0.0 0.0
51.2465000 3.8935000 1105.0 135.0 0.0 0.0
51.2463333 3.8936667 1110.0 135.0 0.0 0.0
51.2461667 3.8938333 1115.0 135.0 0.0 0.0
51.2460000 3.8940000 1120.0 135.0 0.0 0.0
51.2458333 3.8941667 1125.0 135.0 0.0 0.0
51.2456667 3.8943333 1130.0 135.0 0.0 0.0
51.2455000 3.8945000 1135.0 135.0 0.0 0.0
51.2453333 3.8946667 1140.0 135.0 0.0 0.0
51.2451667 3.8948333 1145.0 135.0 0.0 0.0
51.2450000 3.8950000 1150.0 135.0 0.0 0.0
51.2448333 3.8951667 1155.0 135.0 0.0 0.0
51.2446667 3.8953333 1160.0 135.0 0.0 0.0
51.2445000 3.8955000 1165.0 135.0 0.0 0.0
51.2443333 3.8956667 1170.0 135.0 0.0 0.0
51.2441667 3.8958333 1175.0 135.0 0.0 0.0
51.2440000 3.8960000 1180.0 135.0 0.0 0.0
51.2438333 3.8961667 1185.0 135.0 0.0 0.0
51.2436667 3.8963333 1190.0 135.0 0.0 0.0
51.2435000 3.8965000 1195.0 135.0 0.0 0.0
51.2433333 3.8966667 1200.0 135.0 0.0 0.0
51.2431667 3.8968333 1205.0 135.0 0.0 0.0
51.2430000 3.8970000 1210.0 135.0 0.0 0.0
51.2428333 3.8971667 1215.0 135.0 0.0 0.0
51.2426667 3.8973333 1220.0 135.0 0.0 0.0
51.2425000 3.8975000 1225.0 135.0 0.0 0.0
51.2423333 3.8976667 1230.0 135.0 0.0 0.0
51.2421667 3.8978333 1235.0 135.0 0.0 0.0
51.2420000 3.8980000 1240.0 135.0 0.0 0.0
51.2418333 3.8981667 1245.0 135.0 0.0 0.0
51.2416667 3.8983333 1250.0 135.0 0.0 0.0
51.2415000 3.8985000 1255.0 135.0 0.0 0.0
51.2413333 3.8986667 1260.0 135.0 0.0 0.0
51.2411667 3.8988333 1265.0 135.0 0.0 0.0
51.2410000 3.8990000 1270.0 135.0 0.0 0.0
51.2408333 3.8991667 1275.0 135.0 0.0 0.0
51.2406667 3.8993333 1280.0 135.0 0.0 0.0
51.2405000 3.8995000 1285.0 135.0 0.0 0.0
51.2403333 3.8996667 1290.0 135.0 0.0 0.0
51.2401667 3.8998333 1295.0 135.0 0.0 0.0
51.2400000 3.9000000 1300.0 135.0 0.0 0.0
51.2398333 3.9001667 1305.0 135.0 0.0 0.0
51.2396667 3.9003333 1310.0 135.0 0.0 0.0
51.2395000 3.9005000 1315.0 135.0 0.0 0.0
51.2393333 3.9006667 1320.0 135.0 0.0 0.0
